-0.88273,-0.57706
-0.356,-1.5916
-0.46284,-1.05019
0.02731,0.62619
1.35389,-0.80727
-1.52551,-1.52566
-1.06181,-1.285
0.04616,0.86364
0.12361,-0.97783
0.29955,0.18443
0.28239,-0.3801
-0.00664,1.17137
-0.03543,0.00205
0.85098,0.24354
0.25927,0.41129
-0.18694,-1.21805
-0.32641,-0.05464
0.65239,-1.56922
-0.5647,-0.81152
-0.64607,0.48547
-0.35548,0.13853
0.35269,-0.1913
0.87041,1.44252
-0.53499,0.25023
0.33321,0.5728
0.19068,-0.16959
-0.35592,0.9963
0.8717,0.00669
0.18745,-0.87083
1.51487,-0.83407
0.59195,0.25977
-0.44693,-0.79354
2.20013,0.1464
1.37798,-1.14876
0.99497,0.29237
1.46013,0.07409
-0.8461,0.67329
-1.37259,-0.99982
-0.56981,-0.37477
0.64633,0.71146
0.26632,-0.51669
-1.5129,-0.31938
-0.26551,-0.37937
-0.0883,0.1127
-0.07156,0.49607
-0.1475,0.17693
-0.55674,0.47649
1.14269,0.5959
1.21651,0.32806
-0.45771,-0.59957
0.49468,0.15271
0.35681,0.66432
0.22751,-0.04368
-1.43544,0.6742
0.50407,0.73206
-0.24059,-0.93894
-0.38771,-0.09963
-0.21074,0.93931
-2.27095,0.80052
-0.24115,0.12181
-0.68629,-0.03763
0.3755,-1.21337
0.17454,-0.20649
-0.07563,-0.05366
1.68357,1.11576
-0.35378,-1.07049
-0.60853,-0.97619
-0.65586,-0.00927
-0.01106,0.34594
1.21676,-0.6889
0.09582,-0.32969
-0.15151,0.43491
0.25417,-0.06718
0.26064,0.47653
-0.68528,-0.73701
-0.75576,0.30461
-0.52651,-0.35474
-0.00076,0.63319
-1.04436,0.26755
0.02488,-0.751
-1.10241,-0.28766
0.55281,-0.42716
-0.17429,0.01799
0.8997,0.09509
-0.98024,-0.01652
-1.10459,-2.0331
-0.51513,-0.58147
-0.33007,-1.84488
0.03199,-0.22162
-0.97586,-0.08647
-0.5422,0.89857
1.49797,0.29078
-0.22699,-1.25488
-0.36382,0.16604
-1.12373,-0.51122
-0.7267,0.91621
-0.61011,-0.08406
0.94075,0.90103
-1.52238,-0.74397
0.21697,0.133
0.55154,-0.48345
-0.7678,-2.23185
0.74523,0.21133
-0.33256,-0.059
-1.44557,-0.27033
0.63628,0.55781
-1.68847,0.12961
-0.71502,0.27124
-0.26657,-0.48629
1.04428,0.77974
-0.66018,-1.22652
0.09138,0.88584
0.00337,0.69977
-0.60968,0.24662
0.13843,0.48699
-1.84731,-0.64796
0.61008,0.48949
0.4684,-0.89884
0.3753,1.49835
-0.80111,1.14424
0.84052,-0.30148
-0.74147,0.23456
-0.16516,-0.53631
-0.04751,0.0286
1.08746,-0.14034
-0.23642,0.17899
-0.81225,1.13666
0.12156,0.52253
0.75403,-0.89592
0.66856,-0.52195
-0.54158,-0.84887
-0.08959,0.02398
0.41054,1.6522
-0.41013,-0.00371
1.2982,0.12119
-0.04808,-0.08331
1.05628,-0.48314
-1.40335,-0.9049
0.5552,-0.22356
1.47823,-0.04631
-1.19618,0.15789
0.16749,1.33688
1.34976,0.32276
-0.82622,-0.9195
0.5505,-1.19996
0.12247,-0.86598
-0.46187,0.22997
-0.47301,0.20034
1.42996,-0.64582
0.01891,0.92514
-0.76064,-0.36059
-0.66667,0.27139
-0.01746,0.5953
2.11283,-0.31757
-0.19128,-0.48296
-0.4048,0.22511
0.76305,-0.73977
-2.37239,-0.24911
-0.82303,1.22696
-0.019,0.85648
0.25583,-0.14362
-0.07627,0.38257
0.35014,-0.11966
0.98094,-0.7218
-0.68623,0.08405
-0.39531,0.32189
0.51537,-1.86099
0.59798,-0.19337
-0.37504,-0.11896
1.25108,0.23554
0.32474,0.94164
0.16696,1.08602
-1.29506,-0.51172
-0.36527,-0.2543
-0.16745,0.86069
-0.4407,-0.91918
0.66025,-0.36552
-0.15566,-1.06803
-0.41952,0.23909
-0.65013,-0.39041
0.01913,0.59347
-0.72039,0.13428
0.37325,1.03818
-0.32724,-0.79667
-0.40859,-0.02068
-1.55757,0.91194
-0.34298,0.47407
0.50088,1.03331
0.16105,0.384
-0.16545,0.4628
-0.04883,-1.23195
0.09282,0.01182
1.46504,1.71653
-0.53244,0.37826
0.06954,0.76911
0.49245,-0.14702
-0.07384,-0.44773
-0.00419,0.13033
0.90345,-1.67782
0.49563,0.70202
