3.09633,1.20176
2.68867,-0.85961
2.64758,-0.15987
3.55175,0.07016
2.61909,-0.91574
2.7629,0.29385
3.50047,-0.40603
4.16382,-0.35396
2.41463,-0.37787
2.02319,-0.09005
3.36693,0.44307
1.4007,-0.25132
2.2328,0.03662
2.0718,-0.17933
1.88833,-0.09103
2.18071,-0.30655
3.34004,0.07529
3.28166,-1.03497
2.6861,0.34931
2.93248,0.60459
2.52967,-0.38925
2.16337,0.14067
3.45322,-0.5699
4.04125,0.89715
2.15492,0.48615
2.75189,-0.52122
3.28132,0.68605
3.08756,1.42266
3.43935,0.81595
2.22972,1.30416
2.93243,0.26241
1.71884,0.72494
4.11187,-0.25719
3.13443,0.08774
3.21537,-0.70363
3.47637,-1.57554
2.25231,-0.47181
3.09831,-0.16847
1.93895,-0.31331
2.42729,-1.22581
3.2725,0.1671
3.56483,0.83158
2.98641,0.64531
2.36544,0.26815
2.17265,0.65394
3.00789,-0.43894
1.79118,0.30651
3.77797,0.40139
3.12424,0.52022
2.93014,-0.97028
2.43606,-0.0403
3.69078,-0.31265
2.02756,0.80805
2.82303,-0.07643
2.42312,-0.05224
2.55929,0.27646
3.47276,-0.49083
3.17373,-0.72075
2.16747,0.30964
2.92716,0.07897
2.76506,0.64076
4.4786,1.59428
2.57667,0.05446
2.27401,-0.1859
2.55322,0.36806
1.66866,0.69432
1.8488,-0.74544
2.499,-0.15365
3.5121,-0.33215
4.39305,0.72776
3.09544,-0.79178
3.18166,-0.4291
2.89446,0.59074
3.09514,0.48384
2.41355,0.95587
1.77863,-0.05763
2.51178,0.0331
2.25958,0.73924
2.81897,0.58232
1.965,0.74537
2.53557,0.11711
3.60122,0.90506
2.90717,-1.68336
3.40185,0.62733
3.58097,1.47702
3.25527,-0.4487
2.44172,1.06472
3.13882,0.14781
4.14632,-0.37501
3.67883,0.1988
3.28293,0.20734
3.03785,0.74241
3.66616,-0.50725
3.69595,-0.56371
2.21313,-0.43273
3.94093,-0.54508
3.95708,0.92883
2.26129,-0.5335
2.47626,-0.35501
2.51671,-0.2956
2.43899,0.10358
3.04474,-0.43441
3.44727,0.67492
3.09017,1.68019
2.67078,0.1409
2.84154,-0.38216
3.62243,0.05316
3.27122,0.77031
3.23024,0.75793
2.15647,-0.31814
3.48502,-0.03461
2.90355,1.52338
3.68179,-0.36893
2.57272,0.34557
3.22083,-1.31761
2.95875,-0.29701
3.13504,0.7545
2.37225,-1.20395
2.81013,-0.46476
3.80319,-0.85168
3.57686,0.45584
3.64275,-1.06222
3.06696,0.0443
2.7086,-0.29455
3.9329,0.53316
2.49152,-0.14916
3.29147,0.61971
2.56743,-1.73727
3.36676,-0.74452
1.81881,-0.33404
4.01968,0.10684
2.81879,0.00824
0.92197,-0.55104
2.59374,0.00704
2.684,0.04972
2.2866,0.31755
1.97868,0.41541
3.08513,-0.51124
3.21722,1.16792
1.49919,0.34321
2.88398,-1.31169
4.35339,-0.8038
3.22724,-0.32151
3.20175,-0.71728
3.66778,1.02789
1.26381,0.86028
2.3007,-0.97178
2.97876,-0.41825
2.10397,-0.59671
2.35547,0.65686
1.84593,1.29653
2.89493,0.7131
2.09887,0.02416
4.31686,-1.41974
2.74165,-0.53709
3.51789,-0.18841
2.43303,0.86273
3.81088,-1.09877
3.05454,0.31937
2.95965,-0.75239
2.40731,-0.07709
3.6783,0.64934
3.52343,1.54381
2.37709,0.54389
3.5088,-0.72434
3.02925,0.21188
2.73375,-0.62698
2.47803,-0.12773
3.20445,0.10001
3.62078,0.9381
3.02166,-0.94119
2.45219,-0.11615
3.0044,0.05004
3.77535,0.11064
1.23903,-1.00229
2.82129,1.77496
2.47497,0.65696
4.6464,0.30404
1.48894,0.83412
3.40695,0.86232
3.16049,0.3706
3.08183,-0.41464
3.71095,0.38152
1.78769,-0.49348
3.19502,-0.15598
2.859,-1.04705
2.51964,0.31484
2.68144,-1.09792
1.83513,-0.20185
2.0247,-1.10142
4.08842,-0.27627
3.49905,0.82011
3.5053,0.20483
2.04453,0.45319
2.65121,-0.02621
3.02525,-1.22696
2.68827,-0.64045
3.57078,0.93383
3.26145,0.67159
4.39936,0.10096
